Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned_encoded
52.0,0,161.0,102.0,34.18,2,69.0,96.0,1,2,5.3,2.3,5.0,1
36.0,1,164.0,83.0,30.43,2,101.0,92.0,2,1,8.4,1.84,2.0,2
25.0,0,170.0,52.0,19.67,0,50.0,78.0,2,2,4.8,2.6,3.0,0
43.0,1,169.0,117.0,29.75,0,83.0,85.0,2,2,5.3,1.6,1.0,0
57.0,0,152.0,54.0,29.83,2,48.0,70.0,0,1,4.8,1.6,4.0,2
24.0,0,159.0,59.0,33.45,1,34.0,90.0,2,2,4.6,2.2,2.0,2
47.0,0,150.0,101.0,24.65,2,77.0,116.0,1,2,8.4,2.1,5.0,2
24.0,0,168.0,85.13,27.55,0,42.0,80.0,2,1,5.4,1.2,3.0,1
20.0,0,168.0,80.0,18.7,2,57.0,95.0,2,2,7.6,2.9,3.0,0
18.0,1,172.0,115.0,23.98,0,60.0,116.0,0,2,6.1,3.0,3.62,2
53.0,0,172.0,118.0,19.53,1,94.0,84.0,2,2,7.2,1.8,4.0,2
42.0,0,162.0,86.0,27.11,0,34.0,77.0,0,0,8.6,4.2,2.0,2
54.0,0,161.0,76.0,31.99,1,106.0,62.0,0,0,8.2,1.9,3.0,2
18.0,0,150.0,82.0,27.55,2,22.0,77.0,2,2,4.3,1.7,6.0,0
32.0,1,168.0,117.0,27.2,2,102.0,66.0,2,2,8.2,2.9,4.0,0
54.0,0,178.0,108.0,21.87,2,20.0,87.0,1,2,6.3,1.1,1.0,2
30.0,1,165.54,113.0,20.49,2,107.0,76.0,2,2,5.8,0.8,2.0,1
57.0,0,165.0,93.0,26.93,2,94.0,84.0,0,2,7.4,1.84,5.0,1
25.0,0,174.0,98.0,19.81,1,113.0,77.0,2,2,8.8,1.84,2.0,1
22.0,0,172.0,102.0,28.19,2,30.0,99.0,2,2,4.5,2.4,3.0,0
26.0,0,172.0,85.13,19.02,1,79.0,62.0,2,2,7.8,1.0,5.0,0
18.0,1,177.0,115.0,20.26,2,84.0,84.0,1,2,5.0,2.9,6.0,2
53.0,0,164.0,112.0,27.55,2,95.0,66.0,1,2,5.9,2.5,2.0,2
52.0,0,165.0,74.0,28.26,1,23.0,69.0,0,2,8.4,2.8,5.0,2
19.0,0,160.0,53.0,18.98,1,44.0,78.0,1,2,6.7,2.9,2.0,2
57.0,0,173.0,100.0,27.96,2,91.0,74.0,2,2,4.3,0.7,6.0,0
40.0,0,155.0,60.0,32.34,1,98.0,80.0,2,1,6.5,1.6,3.62,2
26.0,0,160.0,66.0,30.42,2,62.0,80.0,0,0,7.9,2.1,1.0,2
51.0,0,152.0,115.0,20.66,2,113.0,80.0,2,1,6.6,2.5,1.0,0
63.0,0,164.0,119.0,28.28,0,59.0,87.0,2,2,4.8,1.1,2.0,2
85.0,1,150.0,118.0,29.59,2,115.0,91.0,2,1,6.2,1.84,5.0,2
21.0,0,156.0,85.13,19.11,2,118.0,86.0,2,0,8.6,1.1,1.0,2
47.0,0,150.0,69.0,32.61,0,104.0,82.0,1,1,7.3,1.84,4.0,2
48.0,0,166.0,76.0,33.45,2,114.0,69.0,2,0,7.6,1.8,4.0,0
55.0,1,158.0,57.0,32.53,2,119.0,99.0,2,2,7.9,1.8,1.0,2
28.0,1,178.0,110.0,32.11,1,110.0,65.0,2,0,4.5,1.4,1.0,2
52.0,0,175.0,77.0,30.79,2,63.0,83.0,2,2,6.9,0.8,3.0,2
25.0,1,172.0,119.0,42.57,2,91.0,77.0,2,0,5.9,1.4,4.0,2
20.0,1,162.0,52.0,29.7,2,78.0,69.0,0,0,4.7,1.6,3.62,2
31.0,0,160.0,118.0,31.81,2,72.2,74.0,1,2,6.6,1.7,1.0,1
30.0,0,178.0,56.0,29.43,2,81.0,93.0,2,0,7.9,2.3,6.0,0
62.0,0,169.0,109.0,23.91,1,42.0,116.0,2,2,4.8,1.84,3.0,2
49.0,0,155.0,53.0,24.7,2,77.0,94.0,2,2,6.6,1.5,5.0,2
51.0,0,150.0,54.0,33.3,1,74.0,86.0,2,1,5.4,2.8,3.0,2
62.0,1,156.0,85.13,18.78,2,52.0,84.0,2,2,4.2,2.4,3.0,0
36.0,0,161.0,85.13,30.03,0,96.0,62.0,2,2,6.6,0.6,4.0,0
55.0,0,171.0,113.0,34.25,0,82.0,80.0,2,1,7.8,2.5,1.0,2
33.0,0,169.0,62.0,30.15,0,79.0,98.0,1,0,4.1,3.0,1.0,0
19.0,1,172.0,56.0,34.9,2,118.0,91.0,1,2,4.6,2.8,1.0,2
57.0,1,168.0,55.0,29.84,2,80.0,80.0,2,2,7.6,2.6,3.0,2
34.0,0,166.0,105.0,19.07,2,99.0,68.0,2,1,6.6,2.1,3.0,2
51.0,0,153.0,113.0,32.15,2,95.0,60.0,2,2,7.6,1.2,6.0,2
41.77,0,152.0,99.0,27.55,2,72.2,63.0,1,0,5.2,1.84,9.5,2
33.0,1,150.0,79.0,42.57,2,114.0,63.0,2,0,8.0,2.2,5.0,1
55.0,0,167.0,71.0,23.65,0,88.0,85.0,2,1,6.4,1.2,2.0,2
19.0,0,176.0,74.0,22.93,0,108.0,93.0,0,2,6.6,1.1,6.0,2
19.0,1,170.0,77.0,25.62,2,72.2,80.0,2,1,4.5,1.5,5.0,0
43.0,0,164.0,88.0,24.75,2,22.0,74.0,2,2,5.0,2.1,2.0,2
30.0,1,157.0,116.0,28.95,0,67.0,91.0,2,1,7.9,1.2,2.0,0
64.0,0,150.0,54.0,31.92,2,72.2,66.0,1,2,5.1,1.9,2.0,2
48.0,1,169.0,114.0,42.57,1,106.0,116.0,0,2,4.5,2.7,2.0,1
51.0,0,163.0,64.0,22.03,2,100.0,82.0,2,2,7.0,1.2,3.0,1
56.0,0,165.54,116.0,29.5,2,61.0,60.0,0,2,6.7,2.9,5.0,2
20.0,0,154.0,85.13,29.56,2,118.0,80.0,2,2,7.0,1.7,6.0,2
25.0,0,172.0,118.0,33.37,0,108.0,85.0,2,2,7.1,0.8,2.0,2
40.0,1,162.0,92.0,18.76,1,85.0,68.0,0,2,6.5,0.6,2.0,2
31.0,0,177.0,85.13,32.58,0,110.0,75.0,1,2,6.5,1.3,6.0,2
44.0,1,173.0,71.0,27.1,0,65.0,90.0,2,2,8.6,1.1,1.0,2
46.0,1,164.0,111.0,28.75,2,28.0,61.0,2,1,6.7,2.6,3.0,2
56.0,0,155.0,75.0,20.01,2,68.0,91.0,1,2,7.1,2.3,4.0,0
56.0,0,150.0,67.0,25.64,2,23.0,69.0,1,2,5.3,2.7,1.0,0
18.0,0,172.0,97.0,22.25,0,79.0,84.0,2,2,8.4,2.0,6.0,2
34.0,0,168.0,58.0,22.69,2,109.0,77.0,1,2,4.1,1.6,4.0,2
58.0,0,162.0,50.0,26.82,1,115.0,93.0,2,0,6.8,1.2,2.0,1
41.77,1,178.0,58.0,31.91,2,72.2,88.0,2,0,5.9,2.0,5.0,2
30.0,0,165.54,72.0,30.77,2,105.0,83.0,2,2,7.0,2.0,4.0,2
38.0,0,155.0,94.0,28.25,2,66.0,62.0,2,2,5.8,1.5,4.0,2
36.0,0,164.0,51.0,27.4,2,96.0,74.0,2,1,6.6,2.8,4.0,0
36.0,0,165.0,63.0,25.55,2,106.0,62.0,2,2,4.1,2.1,5.0,2
42.0,0,173.0,87.0,34.55,2,72.2,90.0,2,0,6.0,2.6,1.0,2
39.0,0,172.0,89.0,27.74,2,50.0,69.0,2,2,8.2,2.1,3.62,0
48.0,0,165.0,112.0,22.69,2,70.0,97.0,2,1,5.3,1.3,5.0,0
34.0,0,159.0,65.0,22.3,2,60.0,81.0,0,2,4.3,2.3,1.0,2
40.0,1,171.0,55.0,27.55,1,55.0,73.0,0,2,6.5,1.1,2.0,2
49.0,0,158.0,52.0,27.13,2,59.0,68.0,1,1,8.9,2.0,1.0,2
27.0,0,158.0,63.0,18.63,2,72.2,116.0,2,2,4.3,1.5,4.0,0
27.0,0,166.0,115.0,32.2,1,79.0,67.0,2,2,4.4,0.9,1.0,2
53.0,0,166.0,116.0,27.55,2,34.0,97.0,2,1,7.0,1.5,1.0,2
25.0,0,166.0,80.0,29.42,0,72.2,74.0,1,2,5.3,1.3,9.5,2
37.0,1,173.0,82.0,19.63,2,118.0,74.0,1,2,6.1,0.8,2.0,2
49.0,0,161.0,50.0,24.47,0,107.0,65.0,2,0,8.2,2.6,1.0,2
41.77,1,162.0,93.0,33.93,2,49.0,71.0,2,0,5.0,1.7,5.0,1
45.0,0,179.0,64.0,32.73,0,49.0,78.0,2,2,6.6,1.4,2.0,0
63.0,1,161.0,86.0,23.21,2,46.0,99.0,2,2,6.6,1.8,4.0,1
41.0,0,163.0,76.0,21.09,2,72.2,64.0,1,0,8.5,2.4,5.0,2
32.0,1,165.54,97.0,42.57,2,97.0,86.0,2,1,8.9,0.5,6.0,2
39.0,1,172.0,76.0,24.37,2,64.0,69.0,2,2,6.4,1.9,3.62,2
47.0,0,168.0,61.0,29.76,0,94.0,73.0,0,0,6.9,1.84,6.0,2
21.0,1,178.0,116.0,34.45,2,72.2,93.0,2,2,7.7,2.7,4.0,2
41.77,0,151.0,79.0,24.49,2,109.0,74.0,2,2,5.6,1.9,9.5,2
40.0,1,153.0,115.0,19.53,2,75.0,88.0,1,2,5.1,1.84,5.0,2
25.0,0,168.0,56.0,33.31,2,73.0,85.0,2,2,8.8,1.5,1.0,1
35.0,0,156.0,85.13,19.13,2,104.0,86.0,2,1,6.2,2.1,4.0,0
29.0,0,175.0,81.0,34.22,2,28.0,62.0,2,2,4.0,0.6,6.0,2
48.0,0,164.0,88.0,29.47,0,84.0,62.0,1,0,6.6,2.7,6.0,2
31.0,0,193.0,92.0,34.04,0,89.0,94.0,1,2,7.0,4.2,2.0,2
51.0,0,173.0,92.0,27.55,1,20.0,94.0,2,2,6.6,0.6,2.0,2
35.0,1,165.54,52.0,19.17,1,105.0,65.0,1,2,4.2,0.5,5.0,2
51.0,0,152.0,95.0,26.56,2,32.0,73.0,2,0,5.5,2.2,2.0,2
28.0,1,155.0,81.0,25.94,2,57.0,85.0,2,0,8.6,1.6,3.0,2
58.0,0,165.0,92.0,23.97,1,64.0,62.0,1,2,8.7,0.8,1.0,1
29.0,0,165.54,52.0,34.3,2,59.0,92.0,2,2,5.6,2.6,4.0,2
32.0,0,177.0,85.13,32.07,2,114.0,72.0,2,0,8.2,1.0,4.0,2
48.0,0,156.0,85.13,29.42,2,34.0,88.0,0,2,6.2,1.3,5.0,2
46.0,0,179.0,67.0,21.19,0,69.0,68.0,0,2,7.3,0.9,5.0,2
43.0,0,193.0,116.0,30.62,0,21.0,91.0,2,2,5.7,2.8,4.0,2
35.0,0,175.0,111.0,30.5,2,72.0,81.0,2,2,6.6,1.84,2.0,1
85.0,0,179.0,59.0,25.51,0,114.0,81.0,2,2,5.5,2.3,5.0,2
39.0,0,156.0,101.0,33.76,1,45.0,93.0,1,2,4.3,0.6,3.0,2
55.0,0,165.54,95.0,21.26,2,85.0,69.0,1,0,4.7,1.84,5.0,2
34.0,0,178.0,104.0,22.91,1,94.0,84.0,2,2,5.5,1.9,2.0,2
40.0,0,173.0,95.0,19.54,2,52.0,71.0,2,2,8.9,1.5,1.0,2
41.0,1,169.0,109.0,31.62,1,101.0,62.0,1,2,8.8,1.3,3.0,0
25.0,1,156.0,75.0,28.76,2,104.0,78.0,0,2,8.1,2.6,5.0,2
41.77,0,153.0,76.0,23.7,2,72.2,92.0,1,2,5.2,0.6,1.0,2
23.0,0,178.0,87.0,21.2,2,114.0,85.0,1,0,6.2,2.1,3.62,2
22.0,1,161.0,71.0,19.16,1,45.0,72.0,0,0,6.2,1.5,6.0,0
61.0,0,154.0,75.0,21.25,2,113.0,66.0,2,0,5.9,2.2,3.62,0
46.0,1,172.0,118.0,25.98,0,72.2,93.0,2,1,4.2,1.0,2.0,1
45.0,0,178.0,84.0,22.58,2,72.2,81.0,2,1,6.7,1.1,4.0,2
28.0,0,179.0,115.0,22.77,1,99.0,79.0,2,2,4.4,2.0,6.0,2
18.0,0,179.0,100.0,32.95,0,90.0,82.0,2,2,8.0,2.9,2.0,1
60.0,1,178.0,67.0,27.55,2,105.0,80.0,2,1,7.5,2.9,6.0,0
36.0,0,175.0,92.0,30.53,0,72.2,89.0,1,2,5.8,1.1,1.0,0
26.0,0,193.0,61.0,27.55,1,85.0,82.0,2,2,7.2,0.8,5.0,2
44.0,0,175.0,52.0,24.53,0,56.0,80.0,2,2,5.2,2.0,2.0,2
51.0,0,154.0,56.0,26.41,2,33.0,98.0,2,0,5.3,1.5,2.0,0
61.0,0,176.0,55.0,21.58,2,91.0,95.0,1,2,5.6,2.4,3.62,1
21.0,0,179.0,94.0,20.48,2,112.0,65.0,1,2,8.0,1.8,3.0,2
53.0,0,168.0,88.0,32.86,0,26.0,82.0,2,2,5.1,1.8,1.0,0
35.0,0,170.0,100.0,34.0,2,57.0,69.0,1,2,6.8,2.1,6.0,2
32.0,0,179.0,58.0,19.8,0,64.0,80.0,2,1,5.0,0.8,1.0,1
30.0,1,152.0,72.0,24.26,2,41.0,80.0,2,2,5.4,2.2,2.0,2
36.0,0,176.0,61.0,34.31,2,63.0,91.0,0,0,5.2,1.7,1.0,2
23.0,1,175.0,111.0,19.87,0,100.0,89.0,2,2,7.2,2.6,4.0,1
29.0,0,160.0,89.0,27.55,2,99.0,92.0,2,2,6.6,0.8,1.0,1
54.0,0,156.0,103.0,34.54,0,72.2,65.0,2,2,7.6,1.3,5.0,2
34.0,0,178.0,56.0,34.64,2,72.2,64.0,1,2,5.1,2.9,1.0,0
40.0,0,166.0,66.0,26.28,2,79.0,74.0,2,0,4.0,1.9,1.0,2
43.0,1,174.0,99.0,21.19,0,115.0,84.0,2,1,7.4,2.8,5.0,2
46.0,0,158.0,73.0,21.83,1,72.2,72.0,1,2,4.6,2.2,3.62,2
50.0,1,170.0,51.0,33.18,0,86.0,65.0,2,2,5.2,2.8,3.0,2
44.0,1,158.0,82.0,33.54,1,72.2,96.0,0,2,5.5,1.84,3.0,0
42.0,0,159.0,70.0,28.53,1,114.0,61.0,1,1,7.7,0.7,4.0,0
27.0,0,165.54,102.0,31.14,2,72.2,76.0,1,2,7.1,2.5,5.0,0
64.0,0,164.0,95.0,30.71,0,28.0,83.0,2,0,4.9,2.5,4.0,2
40.0,0,171.0,94.0,29.42,2,88.0,71.0,0,2,11.3,2.0,4.0,2
38.0,1,154.0,58.0,32.15,2,47.0,73.0,2,1,7.5,1.84,6.0,2
38.0,1,178.0,55.0,29.81,2,34.0,66.0,2,2,5.9,2.8,4.0,2
60.0,1,152.0,100.0,27.31,2,110.0,80.0,0,2,5.2,0.9,5.0,0
30.0,0,176.0,84.0,22.41,2,50.0,91.0,2,2,6.6,2.0,2.0,2
54.0,0,176.0,102.0,30.77,2,78.0,80.0,2,2,7.1,0.6,2.0,2
50.0,1,157.0,68.0,26.31,0,101.0,98.0,1,0,4.4,0.9,3.0,2
41.0,0,169.0,118.0,23.36,1,73.0,68.0,2,2,7.3,1.6,4.0,0
61.0,0,159.0,74.0,31.73,1,87.0,73.0,2,2,6.4,2.6,9.5,2
28.0,1,162.0,60.0,30.0,1,104.0,80.0,1,0,7.8,2.3,4.0,2
34.0,1,178.0,66.0,27.55,2,66.0,84.0,2,1,5.0,2.9,3.0,2
21.0,0,152.0,85.0,21.23,2,61.0,89.0,2,2,5.3,0.6,1.0,2
64.0,0,165.54,70.0,29.21,2,42.0,88.0,2,2,6.7,1.5,5.0,2
42.0,0,165.54,67.0,22.53,2,105.0,88.0,2,2,6.4,0.9,4.0,2
47.0,0,157.0,109.0,33.41,2,84.0,77.0,2,0,5.9,0.6,6.0,2
26.0,1,178.0,67.0,20.14,2,108.0,90.0,2,2,7.7,1.2,4.0,2
38.0,1,158.0,50.0,29.33,2,73.0,78.0,1,2,6.8,1.1,4.0,1
37.0,0,179.0,85.13,27.55,2,111.0,76.0,0,2,7.6,1.6,5.0,1
36.0,1,171.0,57.0,24.36,2,30.0,65.0,2,2,4.8,0.9,1.0,0
36.0,0,170.0,115.0,34.24,1,82.0,71.0,0,2,7.6,1.7,2.0,1
29.0,0,161.0,100.0,32.54,2,41.0,97.0,1,2,6.3,2.8,3.62,1
54.0,0,160.0,109.0,27.55,0,73.0,62.0,2,1,4.2,2.4,1.0,2
59.0,0,151.0,83.0,18.62,0,108.0,94.0,2,2,5.2,2.6,3.0,2
34.0,0,167.0,85.0,23.39,1,104.0,92.0,2,1,4.1,2.5,4.0,2
54.0,1,158.0,85.13,23.14,2,55.0,88.0,2,2,6.6,4.2,4.0,2
56.0,0,151.0,50.0,42.57,2,77.0,62.0,2,2,5.6,2.3,2.0,2
45.0,0,151.0,85.13,34.46,2,39.0,64.0,0,1,8.9,2.4,3.0,0
58.0,0,152.0,50.0,19.66,2,35.0,73.0,2,1,6.6,1.0,1.0,2
52.0,1,165.54,103.0,26.28,1,111.0,95.0,1,2,8.1,2.7,3.0,1
64.0,0,168.0,96.0,27.55,2,72.2,87.0,2,1,11.3,1.6,3.0,0
35.0,0,153.0,88.0,20.03,2,112.0,91.0,0,2,8.0,1.84,2.0,2
31.0,1,172.0,79.0,24.73,2,69.0,77.0,2,0,5.3,2.1,1.0,0
52.0,1,174.0,56.0,23.73,2,109.0,80.0,2,2,6.8,2.2,2.0,2
61.0,1,167.0,71.0,27.34,2,85.0,72.0,2,2,6.0,1.9,1.0,2
58.0,1,169.0,99.0,42.57,1,93.0,61.0,2,0,4.9,1.0,5.0,2
24.0,0,174.0,94.0,30.11,2,32.0,84.0,0,0,4.4,1.7,5.0,2
58.0,1,179.0,59.0,20.76,2,34.0,79.0,1,0,6.8,1.5,4.0,2
30.0,0,167.0,63.0,31.91,2,92.0,66.0,2,2,4.5,2.9,3.62,2
35.0,0,159.0,95.0,29.7,2,46.0,70.0,0,2,7.6,2.6,5.0,1
54.0,1,160.0,55.0,27.55,1,27.0,64.0,2,2,8.6,2.4,6.0,1
41.77,0,178.0,70.0,25.91,2,89.0,88.0,2,0,4.8,1.0,3.0,2
53.0,0,166.0,111.0,33.25,2,119.0,77.0,2,2,6.4,1.3,3.0,2
48.0,0,175.0,68.0,32.79,2,69.0,67.0,0,2,7.7,1.4,5.0,2
19.0,0,173.0,111.0,25.73,1,107.0,86.0,2,2,6.6,1.7,2.0,0
33.0,0,174.0,102.0,24.79,2,86.0,61.0,2,2,8.6,0.6,4.0,2
26.0,1,172.0,73.0,33.89,2,45.0,94.0,2,2,8.4,2.0,3.0,2
26.0,0,173.0,105.0,30.3,1,55.0,85.0,2,1,4.5,1.4,4.0,1
55.0,1,169.0,111.0,33.82,0,40.0,82.0,2,2,4.1,4.2,3.0,2
28.0,1,165.54,83.0,27.55,2,96.0,64.0,2,2,8.9,0.5,1.0,2
39.0,1,169.0,85.13,28.55,1,71.0,75.0,2,1,8.8,1.3,5.0,1
50.0,0,162.0,117.0,20.41,2,30.0,70.0,1,1,6.1,1.84,2.0,2
53.0,0,151.0,106.0,23.31,2,27.0,78.0,2,2,4.3,1.8,3.0,1
62.0,1,173.0,59.0,34.49,2,72.2,75.0,2,2,7.1,2.5,5.0,0
40.0,1,176.0,115.0,23.77,1,65.0,91.0,2,2,5.5,2.2,4.0,2
62.0,1,151.0,57.0,20.04,2,97.0,71.0,2,1,8.7,2.6,2.0,1
62.0,0,174.0,87.0,30.17,2,116.0,61.0,0,0,8.0,0.5,2.0,2
51.0,0,163.0,111.0,30.61,2,21.0,81.0,2,2,7.2,1.2,5.0,2
26.0,0,153.0,77.0,23.21,0,83.0,80.0,1,2,5.4,1.9,5.0,2
41.0,0,166.0,59.0,23.41,2,71.0,92.0,1,0,7.5,2.9,5.0,2
25.0,1,162.0,94.0,26.24,2,84.0,83.0,1,2,5.4,2.2,1.0,1
24.0,0,153.0,114.0,18.86,2,30.0,64.0,0,0,4.2,1.6,1.0,2
53.0,0,152.0,116.0,31.52,1,72.2,80.0,2,0,6.5,0.8,2.0,2
35.0,0,161.0,58.0,23.73,2,115.0,77.0,0,2,6.4,1.7,5.0,2
20.0,1,171.0,54.0,32.59,1,98.0,98.0,2,2,7.8,1.6,6.0,2
45.0,0,172.0,59.0,27.55,1,95.0,64.0,0,1,8.3,2.4,6.0,2
23.0,0,157.0,61.0,29.41,0,83.0,67.0,2,2,5.8,1.5,1.0,1
41.77,0,151.0,107.0,42.57,2,112.0,80.0,2,1,6.2,1.3,2.0,2
61.0,0,155.0,70.0,27.02,2,74.0,64.0,0,0,6.4,0.7,3.0,2
38.0,0,171.0,70.0,25.84,2,63.0,72.0,1,2,5.6,1.84,6.0,0
45.0,0,159.0,114.0,24.09,2,105.0,78.0,2,2,7.7,1.6,5.0,2
57.0,0,161.0,52.0,32.49,2,33.0,88.0,2,2,6.6,1.4,1.0,2
18.0,0,170.0,118.0,26.48,2,102.0,61.0,1,0,8.6,1.9,3.62,2
53.0,0,159.0,113.0,32.24,2,24.0,96.0,0,2,7.3,2.3,5.0,2
38.0,0,159.0,98.0,20.24,2,72.2,85.0,2,0,5.1,0.6,2.0,2
60.0,1,172.0,66.0,20.83,2,44.0,88.0,2,2,4.8,1.7,3.0,0
52.0,0,152.0,81.0,34.63,1,69.0,80.0,2,2,5.9,2.7,6.0,0
30.0,1,169.0,119.0,28.2,0,92.0,91.0,1,1,5.7,1.6,2.0,2
27.0,0,159.0,70.0,26.91,2,90.0,97.0,0,2,6.0,1.8,2.0,0
61.0,0,178.0,56.0,27.13,2,72.2,61.0,2,2,4.9,1.7,3.0,1
64.0,0,158.0,85.13,27.55,2,21.0,64.0,2,2,8.9,1.5,4.0,1
27.0,0,169.0,76.0,30.36,2,29.0,92.0,0,2,4.7,0.8,5.0,1
63.0,1,168.0,57.0,19.9,0,21.0,80.0,1,1,7.3,0.8,3.0,2
30.0,0,163.0,77.0,27.96,0,79.0,78.0,2,0,4.1,0.9,6.0,2
54.0,0,151.0,115.0,27.92,2,64.0,74.0,2,1,6.0,4.2,3.0,2
55.0,0,154.0,96.0,33.58,0,27.0,94.0,2,2,5.5,1.84,6.0,1
41.0,0,169.0,59.0,27.18,0,72.2,67.0,2,2,5.9,2.9,5.0,2
19.0,0,178.0,82.0,20.76,2,26.0,60.0,0,1,6.5,2.5,6.0,1
39.0,0,178.0,56.0,27.55,0,118.0,97.0,2,0,7.0,2.2,2.0,2
41.77,0,157.0,52.0,20.01,0,106.0,116.0,1,0,6.9,2.3,9.5,0
53.0,1,156.0,63.0,21.86,2,91.0,76.0,1,1,7.2,0.6,5.0,2
31.0,0,165.54,93.0,19.01,2,40.0,75.0,2,2,8.2,1.9,3.0,0
27.0,0,160.0,95.0,26.97,2,116.0,60.0,2,2,8.4,2.9,2.0,2
52.0,0,161.0,110.0,19.89,2,66.0,62.0,1,0,7.7,1.84,6.0,0
42.0,1,167.0,85.0,27.55,0,20.0,65.0,2,1,4.4,1.2,4.0,2
20.0,0,168.0,62.0,33.89,2,31.0,62.0,2,0,8.8,0.6,2.0,2
64.0,0,159.0,65.0,30.38,2,94.0,89.0,1,0,8.7,1.9,1.0,2
41.77,1,174.0,54.0,19.78,0,67.0,70.0,2,2,6.6,0.8,2.0,2
34.0,0,178.0,87.0,27.55,1,113.0,86.0,2,2,6.6,1.7,1.0,2
41.77,0,174.0,99.0,29.62,2,23.0,81.0,2,2,5.3,2.3,4.0,1
41.0,0,170.0,87.0,33.26,1,53.0,65.0,2,1,7.8,0.9,4.0,2
46.0,1,163.0,105.0,19.04,2,106.0,97.0,0,1,8.4,2.4,2.0,2
60.0,0,152.0,85.13,31.91,2,51.0,90.0,2,1,7.3,0.7,3.62,2
42.0,0,167.0,97.0,27.77,1,72.2,65.0,2,2,7.1,0.9,5.0,2
53.0,0,173.0,85.13,27.51,1,111.0,79.0,2,2,5.0,1.2,5.0,1
43.0,0,164.0,93.0,34.3,2,87.0,70.0,2,1,5.8,2.5,6.0,2
55.0,1,155.0,104.0,30.84,2,76.0,61.0,1,2,7.6,2.6,6.0,0
18.0,0,159.0,104.0,32.53,2,95.0,90.0,1,2,4.1,1.1,4.0,2
37.0,0,165.54,50.0,24.34,2,43.0,97.0,2,1,7.2,0.7,1.0,0
45.0,0,165.54,85.13,27.65,1,52.0,85.0,2,2,7.8,2.6,6.0,2
33.0,0,156.0,53.0,28.65,2,22.0,86.0,2,1,5.7,2.1,6.0,1
64.0,0,166.0,102.0,23.81,2,23.0,90.0,2,2,4.4,1.84,3.62,1
34.0,0,150.0,107.0,27.91,2,49.0,83.0,0,1,8.1,1.9,2.0,1
57.0,1,175.0,85.13,22.4,1,89.0,72.0,2,2,4.7,2.7,3.62,2
45.0,0,167.0,98.0,20.87,1,68.0,84.0,2,2,5.9,0.7,6.0,2
29.0,0,175.0,116.0,24.67,1,49.0,96.0,2,2,7.5,0.7,1.0,2
44.0,1,164.0,68.0,30.7,0,91.0,84.0,2,2,8.1,1.2,3.0,2
59.0,0,168.0,50.0,33.62,0,101.0,88.0,2,0,8.3,2.1,4.0,2
85.0,0,177.0,78.0,26.05,0,35.0,90.0,1,2,6.7,0.9,3.0,2
47.0,0,150.0,85.13,29.11,2,72.0,98.0,1,1,6.6,2.5,4.0,2
58.0,0,179.0,101.0,20.2,2,25.0,80.0,1,2,8.2,2.4,4.0,2
51.0,0,165.54,90.0,33.42,2,43.0,71.0,0,2,6.8,1.9,6.0,2
54.0,0,164.0,72.0,27.55,0,111.0,64.0,2,2,6.9,0.8,6.0,2
23.0,0,152.0,54.0,31.38,1,115.0,86.0,2,2,6.6,3.0,6.0,0
24.0,1,150.0,106.0,27.55,2,72.2,93.0,2,1,5.9,1.7,1.0,2
49.0,0,157.0,55.0,22.73,2,47.0,73.0,0,1,6.4,1.6,5.0,2
49.0,1,165.54,98.0,27.23,2,40.0,66.0,1,2,5.8,1.84,5.0,2
42.0,0,176.0,71.0,34.35,1,27.0,96.0,2,2,5.7,2.7,1.0,2
50.0,0,171.0,53.0,19.98,1,55.0,95.0,2,0,9.0,1.6,2.0,0
24.0,0,174.0,113.0,29.77,2,28.0,69.0,2,0,5.7,1.5,4.0,2
29.0,1,168.0,86.0,27.55,0,59.0,88.0,2,2,6.6,0.7,2.0,0
33.0,0,174.0,80.0,23.46,2,104.0,75.0,2,2,5.8,2.8,4.0,1
33.0,0,174.0,86.0,32.71,0,70.0,97.0,0,2,7.0,2.6,6.0,2
60.0,1,161.0,94.0,33.91,0,20.0,80.0,2,1,8.6,1.3,4.0,2
53.0,0,162.0,57.0,30.83,2,72.2,97.0,2,0,7.9,2.4,6.0,2
30.0,0,177.0,89.0,22.32,2,87.0,92.0,0,1,8.2,2.4,5.0,1
24.0,0,150.0,54.0,24.01,2,93.0,88.0,2,2,8.3,1.1,5.0,2
53.0,0,168.0,77.0,19.09,1,45.0,76.0,2,1,8.6,2.0,4.0,1
64.0,0,155.0,58.0,32.22,2,59.0,72.0,0,2,6.6,1.1,6.0,2
26.0,0,157.0,51.0,32.52,1,22.0,65.0,2,2,6.3,2.5,5.0,0
49.0,1,153.0,112.0,28.94,2,28.0,61.0,2,2,5.9,0.9,5.0,0
28.0,0,154.0,100.0,27.55,0,51.0,67.0,2,2,6.6,2.2,6.0,1
25.0,0,174.0,80.0,19.77,2,86.0,91.0,1,1,6.6,1.84,3.0,2
50.0,0,171.0,56.0,30.93,0,23.0,95.0,2,2,6.0,0.6,3.0,1
41.77,0,177.0,79.0,30.49,2,25.0,68.0,2,2,7.1,1.84,3.62,2
41.77,0,156.0,107.0,33.56,2,92.0,82.0,2,2,5.9,2.1,9.5,2
25.0,0,172.0,52.0,30.55,2,45.0,66.0,2,2,5.6,1.1,5.0,0
