User_ID,Age,Gender,Height_cm,Weight_kg,BMI,Workout_Type,Workout_Duration_min,Heart_Rate_avg,Intensity_Level,Diet_Type,Sleep_Hours,Hydration_Liters,Workout_Frequency,Calories_Burned
U04603,45.0,Female,177.0,102.0,28.55,Strength,68.0,71.0,Invalid,Unknown,4.8,1.6,15.0,Other
U04604,50.0,Female,171.0,101.0,33.36,Yoga,26.0,,Invalid,Vegan,6.8,3.0,6.0,Other
Invalid,54.0,Male,161.0,61.0,23.57,Cardio,22.0,97.0,Medium,Mixed,6.8,2.9,1.0,Medium
Invalid,26.0,,177.0,101.0,21.58,Other,113.0,71.0,Low,N/A,6.3,0.8,2.0,Medium
N/A,35.0,Unknown,162.0,50.0,32.34,Yoga,20.0,,Other,Mixed,8.6,2.8,3.0,Low
,,N/A,174.0,,30.74,Strength,70.0,89.0,High,Unknown,7.8,1.0,3.0,Medium
Invalid,19.0,Male,161.0,66.0,33.86,Other,117.0,79.0,Other,Mixed,7.8,1.3,5.0,Low
U04610,60.0,Invalid,168.0,92.0,21.23,Yoga,57.0,63.0,Invalid,Vegan,5.3,1.4,3.0,Other
Other,55.0,N/A,163.0,66.0,20.88,Strength,62.0,61.0,High,Vegan,6.2,1.2,5.0,Low
U04612,,N/A,156.0,108.0,27.43,Strength,,89.0,High,Mixed,6.4,2.6,6.0,N/A
U04613,53.0,Male,162.0,52.0,28.64,Unknown,76.0,82.0,N/A,Invalid,,1.3,,Medium
U04614,60.0,Male,155.0,78.0,,Strength,72.0,65.0,High,Vegetarian,4.5,2.5,6.0,Medium
Invalid,54.0,,173.0,71.0,28.38,Other,119.0,77.0,High,Unknown,4.6,3.0,2.0,Low
U04616,32.0,,168.0,87.0,21.48,Other,52.0,81.0,Invalid,Mixed,,2.6,3.0,N/A
N/A,45.0,Female,,103.0,,Cardio,99.0,,Low,Other,5.0,1.4,2.0,Low
U04618,35.0,Female,,,29.36,Cardio,81.0,63.0,Other,Invalid,5.2,2.3,4.0,Medium
U04619,51.0,Unknown,168.0,118.0,25.64,Cardio,30.0,70.0,High,Mixed,,1.8,1.0,Medium
U04620,39.0,N/A,158.0,79.0,29.71,N/A,91.0,94.0,Unknown,Vegetarian,6.3,2.5,1.0,Unknown
N/A,28.0,Female,165.0,72.0,25.94,Strength,71.0,70.0,High,Unknown,6.5,0.9,1.0,Low
Unknown,30.0,Invalid,176.0,96.0,24.0,Cardio,20.0,93.0,Low,Vegan,5.5,2.1,5.0,Low
U04623,21.0,Male,153.0,70.0,23.51,Cardio,,68.0,Low,Mixed,8.5,2.4,5.0,Medium
U04624,39.0,Unknown,155.0,69.0,25.28,Cardio,113.0,90.0,Low,N/A,6.8,2.4,1.0,High
,24.0,Male,157.0,72.0,18.88,Unknown,104.0,91.0,Medium,Vegetarian,7.9,2.9,,High
Other,60.0,Male,176.0,117.0,29.53,Other,40.0,94.0,Unknown,Vegetarian,8.6,,6.0,Medium
Invalid,41.0,Female,178.0,70.0,32.44,Invalid,53.0,70.0,Low,Vegetarian,4.8,1.4,5.0,Medium
N/A,21.0,Other,173.0,70.0,24.35,,109.0,76.0,Low,Vegetarian,6.1,1.7,6.0,Low
U04629,45.0,Male,165.0,50.0,19.26,Yoga,33.0,95.0,Other,Vegetarian,,,6.0,Other
U04630,32.0,N/A,154.0,64.0,34.78,,,61.0,Low,Mixed,5.8,1.3,1.0,Low
Other,18.0,N/A,170.0,,22.85,Strength,54.0,83.0,Invalid,Other,4.0,0.9,2.0,Medium
U04632,20.0,Female,171.0,100.0,20.59,Strength,61.0,,Invalid,Vegan,8.1,2.5,1.0,Low
Other,31.0,N/A,159.0,112.0,24.6,Other,101.0,87.0,Unknown,Mixed,4.6,,1.0,Low
U04634,55.0,Unknown,172.0,63.0,30.69,Strength,39.0,62.0,High,Other,9.0,0.7,2.0,N/A
U04635,18.0,Other,162.0,,23.35,Unknown,79.0,88.0,Unknown,Mixed,7.9,0.9,6.0,N/A
Invalid,55.0,Other,178.0,99.0,27.98,Yoga,300.0,72.0,Unknown,Vegetarian,6.9,1.1,5.0,Low
N/A,55.0,N/A,175.0,83.0,25.36,Unknown,52.0,81.0,Unknown,Vegetarian,4.8,1.8,6.0,Invalid
Unknown,38.0,N/A,163.0,55.0,20.44,Strength,68.0,90.0,,Vegetarian,6.6,,2.0,Low
N/A,46.0,Male,156.0,98.0,23.95,Yoga,87.0,250.0,High,Invalid,5.3,0.7,5.0,Low
U04640,22.0,Invalid,178.0,55.0,30.46,Strength,23.0,85.0,High,Vegetarian,5.3,,4.0,Low
U04641,27.0,Male,169.0,118.0,28.6,Invalid,67.0,90.0,High,Mixed,8.1,0.9,5.0,Medium
U04642,45.0,Male,155.0,56.0,20.48,Unknown,35.0,97.0,Low,Mixed,5.9,2.9,3.0,Medium
Invalid,38.0,Female,156.0,100.0,21.19,Unknown,66.0,97.0,Low,Vegan,6.3,2.7,5.0,Low
U04644,24.0,Unknown,154.0,,29.07,Cardio,45.0,63.0,Other,Vegetarian,8.2,2.9,3.0,Low
U04645,20.0,Male,170.0,,31.92,Cardio,89.0,94.0,Medium,Invalid,4.4,0.8,5.0,N/A
Other,62.0,Invalid,,92.0,24.27,Other,56.0,,Low,Mixed,,1.7,2.0,Medium
Invalid,64.0,Male,172.0,76.0,28.32,Yoga,41.0,62.0,Invalid,Vegetarian,6.9,0.9,5.0,High
U04648,37.0,Male,161.0,52.0,21.32,Cardio,26.0,78.0,High,Vegetarian,6.1,2.0,1.0,Medium
,36.0,N/A,155.0,107.0,23.64,Strength,61.0,68.0,Invalid,Unknown,8.1,1.1,5.0,Low
N/A,52.0,Female,176.0,66.0,18.83,Yoga,49.0,78.0,N/A,Other,,2.4,2.0,Medium
U04651,21.0,Female,150.0,94.0,31.18,Cardio,93.0,78.0,Low,Mixed,6.3,2.1,,Other
Unknown,99.0,Female,153.0,107.0,,Other,98.0,85.0,Low,Other,,1.9,5.0,High
U04653,18.0,Female,168.0,105.0,31.97,Strength,25.0,72.0,Unknown,Vegetarian,6.5,2.6,5.0,Low
Invalid,21.0,Male,161.0,103.0,30.19,Strength,43.0,81.0,N/A,Vegan,7.6,1.8,15.0,Medium
U04655,,Male,164.0,78.0,32.17,Unknown,85.0,67.0,Other,Unknown,7.3,1.2,6.0,N/A
U04656,44.0,Other,152.0,103.0,23.21,N/A,59.0,83.0,Low,Other,5.1,2.1,6.0,Other
Unknown,59.0,Male,172.0,76.0,21.55,Strength,34.0,85.0,N/A,N/A,,2.9,4.0,High
U04658,,N/A,176.0,94.0,34.54,Strength,72.0,62.0,Unknown,Invalid,8.7,2.0,3.0,Low
Unknown,42.0,,,80.0,30.34,Other,104.0,66.0,Medium,N/A,5.3,2.1,,High
U04660,38.0,Male,175.0,85.0,32.26,Cardio,101.0,61.0,Medium,Mixed,7.2,2.8,5.0,Medium
U04661,41.0,Male,169.0,110.0,18.72,Cardio,24.0,92.0,Low,Vegetarian,8.1,1.8,,Unknown
U04662,42.0,Unknown,177.0,86.0,24.35,Cardio,108.0,71.0,Medium,Vegetarian,5.5,,1.0,Medium
U04663,62.0,Other,157.0,116.0,30.76,,55.0,71.0,Other,Vegan,7.2,0.9,4.0,Medium
Unknown,63.0,Female,160.0,85.0,19.79,Other,93.0,69.0,High,Vegetarian,4.5,1.8,4.0,Other
Invalid,49.0,Unknown,165.0,54.0,27.86,Cardio,65.0,86.0,High,Other,8.8,1.0,1.0,Low
Unknown,49.0,Male,158.0,95.0,25.58,Unknown,42.0,77.0,Medium,Other,,1.6,3.0,Unknown
Unknown,22.0,Male,152.0,101.0,18.79,Cardio,107.0,63.0,Medium,Mixed,6.2,0.9,3.0,N/A
Invalid,53.0,N/A,154.0,98.0,22.39,N/A,,99.0,Medium,N/A,6.7,1.1,2.0,Low
U04669,63.0,Male,169.0,55.0,23.2,N/A,29.0,82.0,N/A,Other,8.0,1.0,3.0,Other
U04670,59.0,Other,163.0,59.0,20.35,N/A,73.0,80.0,N/A,Vegetarian,4.6,1.3,15.0,Low
N/A,59.0,Male,177.0,72.0,28.92,Unknown,89.0,95.0,High,Vegan,6.2,0.8,4.0,Low
U04672,56.0,N/A,175.0,66.0,22.5,Unknown,96.0,89.0,Low,Unknown,5.5,2.5,6.0,High
U04673,33.0,Male,,93.0,23.08,Cardio,104.0,80.0,Other,Vegan,5.6,,2.0,Medium
U04674,50.0,Female,155.0,90.0,33.32,Yoga,,82.0,High,Mixed,7.9,1.5,5.0,Medium
Other,38.0,Female,176.0,64.0,26.21,Invalid,62.0,80.0,Medium,Other,4.0,0.5,5.0,Low
U04676,26.0,N/A,175.0,93.0,24.97,Cardio,34.0,,Other,Invalid,7.7,0.8,5.0,Low
,23.0,N/A,,,,Strength,85.0,98.0,Medium,Vegan,8.1,2.7,2.0,Medium
Unknown,62.0,Female,157.0,99.0,33.51,Yoga,34.0,72.0,Low,Mixed,8.5,10.0,4.0,Medium
U04679,52.0,Unknown,168.0,101.0,18.91,Cardio,100.0,99.0,Medium,Vegan,7.1,2.6,3.0,High
Other,56.0,Other,176.0,119.0,25.9,Other,39.0,81.0,Unknown,Vegetarian,5.7,1.5,2.0,Invalid
U04681,,Male,154.0,117.0,28.58,Yoga,69.0,66.0,High,N/A,6.1,0.9,4.0,Medium
U04682,58.0,Invalid,162.0,112.0,23.76,Yoga,,83.0,Low,Unknown,8.8,,,N/A
N/A,22.0,Female,165.0,107.0,31.24,Cardio,98.0,64.0,Medium,Vegan,8.4,2.0,1.0,N/A
Invalid,59.0,Other,150.0,72.0,,Yoga,36.0,,Unknown,Mixed,6.3,2.6,4.0,Low
Unknown,40.0,Male,162.0,93.0,34.07,Yoga,45.0,,Medium,Unknown,8.7,2.8,6.0,High
Unknown,34.0,Unknown,171.0,93.0,22.89,Invalid,41.0,70.0,Medium,Other,8.1,1.2,6.0,Other
U04687,29.0,Female,160.0,101.0,22.23,Strength,92.0,99.0,Low,Vegetarian,8.5,1.3,1.0,High
Other,40.0,Unknown,170.0,116.0,34.3,Yoga,83.0,97.0,Invalid,Vegetarian,7.4,0.8,5.0,Invalid
U04689,33.0,N/A,157.0,77.0,26.07,Strength,95.0,70.0,Medium,Mixed,8.3,2.4,5.0,High
U04690,20.0,Other,174.0,116.0,21.94,Other,,89.0,Low,Mixed,8.5,1.2,4.0,Invalid
Unknown,47.0,Male,157.0,180.0,30.17,Other,77.0,63.0,Unknown,N/A,4.5,,6.0,Low
U04692,39.0,Female,173.0,76.0,23.19,Yoga,106.0,61.0,Low,Invalid,8.8,2.8,1.0,Low
U04693,26.0,Unknown,177.0,100.0,,Unknown,56.0,72.0,Other,Invalid,5.7,2.4,2.0,Invalid
U04694,46.0,Female,163.0,109.0,33.01,Cardio,97.0,98.0,Medium,Unknown,6.2,0.6,3.0,Other
U04695,64.0,Male,162.0,98.0,21.18,Cardio,107.0,76.0,High,Other,8.0,0.5,5.0,Low
U04696,54.0,Other,152.0,64.0,19.56,Cardio,,82.0,Low,Mixed,7.3,2.5,15.0,Low
U04697,40.0,Female,153.0,117.0,99.0,Cardio,109.0,69.0,Medium,Unknown,8.5,1.9,5.0,Low
U04698,,Male,,,28.51,Cardio,115.0,72.0,Other,Vegan,6.0,2.3,5.0,High
Invalid,49.0,Female,169.0,100.0,20.53,Strength,47.0,98.0,Low,Mixed,5.9,0.9,6.0,High
U04700,63.0,Male,164.0,,26.28,N/A,115.0,88.0,N/A,,4.2,2.7,,High
Other,64.0,Female,164.0,,28.85,N/A,,75.0,Medium,Vegetarian,6.3,2.4,6.0,Low
N/A,40.0,,179.0,56.0,32.5,Yoga,68.0,62.0,Unknown,Mixed,7.6,2.7,,Medium
U04703,62.0,Male,176.0,102.0,22.29,Yoga,92.0,95.0,,Unknown,5.5,1.4,1.0,Medium
U04704,34.0,Other,170.0,80.0,31.99,Yoga,86.0,,Medium,Invalid,6.3,1.2,2.0,Low
U04705,57.0,Female,162.0,67.0,22.38,Cardio,108.0,95.0,Low,Invalid,5.1,0.9,1.0,Medium
U04706,38.0,Female,158.0,61.0,29.67,Strength,95.0,75.0,N/A,Unknown,7.9,2.8,6.0,Medium
Unknown,99.0,Female,177.0,97.0,25.61,Yoga,112.0,65.0,Low,Invalid,4.3,0.9,6.0,Other
U04708,54.0,Invalid,174.0,79.0,20.39,Other,86.0,87.0,,Invalid,7.5,0.8,2.0,N/A
U04709,23.0,Male,159.0,56.0,30.29,Cardio,60.0,95.0,Low,Mixed,5.9,1.0,4.0,Other
,61.0,Invalid,178.0,52.0,22.09,Strength,65.0,250.0,N/A,Invalid,4.2,2.4,5.0,N/A
Invalid,35.0,Female,161.0,112.0,,Cardio,106.0,71.0,Other,Mixed,8.3,2.7,,N/A
U04712,47.0,,163.0,55.0,24.41,Yoga,106.0,90.0,High,Invalid,6.4,2.5,2.0,Other
U04713,99.0,Male,150.0,64.0,29.28,Cardio,74.0,71.0,High,Vegan,7.0,1.9,3.0,Medium
U04714,50.0,Unknown,,92.0,22.36,Cardio,101.0,91.0,Invalid,Vegan,7.7,3.0,,High
U04715,47.0,Female,163.0,,99.0,Unknown,30.0,84.0,Invalid,Mixed,,0.7,1.0,Other
U04716,34.0,Unknown,157.0,71.0,18.66,N/A,119.0,88.0,Medium,N/A,7.7,2.7,4.0,High
U04717,60.0,N/A,165.0,110.0,26.28,Yoga,45.0,78.0,Invalid,Mixed,7.8,1.6,5.0,Invalid
U04718,49.0,Other,163.0,110.0,25.57,Yoga,,81.0,Invalid,Vegan,6.9,1.6,3.0,Low
U04719,99.0,Female,150.0,102.0,,N/A,111.0,83.0,Medium,Invalid,5.8,0.8,1.0,Invalid
Invalid,31.0,Male,165.0,75.0,19.39,Unknown,101.0,92.0,Low,Invalid,,0.6,4.0,Low
Invalid,27.0,Other,167.0,89.0,25.58,Invalid,32.0,95.0,High,Vegan,8.5,1.3,2.0,High
Unknown,64.0,N/A,156.0,57.0,,,55.0,99.0,Low,Vegetarian,8.8,0.9,4.0,Medium
N/A,53.0,Female,164.0,70.0,30.3,Other,83.0,75.0,Low,Invalid,5.8,1.7,4.0,High
U04724,51.0,N/A,173.0,92.0,32.7,Cardio,70.0,61.0,Other,Vegetarian,4.6,0.9,5.0,High
U04725,26.0,Female,166.0,70.0,18.66,Yoga,95.0,67.0,Low,Vegan,,,1.0,High
U04726,59.0,Female,168.0,52.0,34.45,Cardio,41.0,72.0,Invalid,Mixed,7.4,2.7,6.0,Unknown
U04727,,Male,172.0,,24.13,,79.0,89.0,High,Other,4.9,2.8,4.0,N/A
U04728,28.0,Female,162.0,76.0,,Yoga,21.0,60.0,High,Vegan,7.9,2.9,2.0,Medium
Other,31.0,,,76.0,22.67,Strength,,71.0,,Vegetarian,,2.2,2.0,Unknown
Other,56.0,Female,173.0,106.0,26.28,Strength,59.0,66.0,Medium,Unknown,8.8,2.4,5.0,Low
Unknown,64.0,Female,173.0,82.0,24.34,Yoga,47.0,73.0,High,N/A,4.0,2.6,4.0,Invalid
U04732,36.0,Male,164.0,93.0,24.37,Cardio,96.0,94.0,N/A,Other,8.8,2.1,2.0,High
U04733,32.0,Female,174.0,92.0,32.4,Yoga,116.0,87.0,Other,Vegetarian,7.7,1.3,6.0,N/A
U04734,45.0,N/A,175.0,80.0,30.82,Yoga,22.0,71.0,Low,Unknown,,,2.0,Low
Invalid,41.0,Male,152.0,114.0,34.87,N/A,82.0,,Low,Vegan,6.1,1.1,5.0,High
U04736,25.0,Other,173.0,66.0,28.62,Strength,117.0,83.0,Invalid,,7.5,2.6,4.0,High
U04737,,Male,150.0,64.0,26.14,Strength,42.0,60.0,Medium,Other,8.8,2.2,5.0,Low
Invalid,26.0,Female,165.0,83.0,19.99,Cardio,74.0,76.0,Low,Mixed,4.8,1.6,4.0,High
U04739,64.0,Female,157.0,53.0,34.94,Yoga,51.0,97.0,Low,Unknown,4.6,0.6,2.0,Other
Other,50.0,Unknown,178.0,77.0,27.6,Cardio,103.0,87.0,Invalid,Vegan,6.4,1.2,6.0,Invalid
U04741,50.0,Female,172.0,51.0,30.06,Invalid,47.0,92.0,Low,Invalid,8.8,2.3,1.0,Invalid
Invalid,36.0,Male,162.0,66.0,25.21,Cardio,27.0,83.0,Other,Unknown,8.9,1.8,,High
U04743,20.0,N/A,157.0,107.0,27.54,Cardio,22.0,65.0,Other,Mixed,,1.6,1.0,Invalid
U04744,27.0,Female,,58.0,34.05,Other,113.0,80.0,Low,Other,5.6,1.3,4.0,Medium
Invalid,,Female,171.0,80.0,21.25,Unknown,108.0,63.0,High,Invalid,8.5,2.0,4.0,High
U04746,64.0,Unknown,172.0,115.0,23.32,Other,72.0,92.0,Other,Mixed,7.7,2.9,3.0,Medium
U04747,59.0,Male,163.0,111.0,21.01,Cardio,113.0,69.0,Unknown,Vegan,,2.8,4.0,Medium
Invalid,18.0,Unknown,176.0,68.0,31.57,N/A,,95.0,Invalid,Vegetarian,8.5,,4.0,High
Unknown,46.0,Male,170.0,104.0,,Yoga,113.0,72.0,Low,Vegetarian,,1.7,3.0,Medium
N/A,51.0,Invalid,179.0,77.0,19.85,N/A,117.0,95.0,Medium,N/A,7.8,,1.0,High
Invalid,30.0,Female,170.0,180.0,23.43,Yoga,108.0,68.0,Medium,Mixed,4.2,1.8,4.0,High
Invalid,,Invalid,,114.0,26.98,Strength,100.0,90.0,Other,Invalid,8.1,,5.0,Medium
U04753,51.0,Female,176.0,52.0,25.2,Strength,78.0,63.0,Other,Mixed,7.0,1.0,4.0,Medium
U04754,46.0,Unknown,164.0,101.0,,Yoga,43.0,79.0,Medium,Mixed,8.8,2.5,4.0,Low
Other,64.0,Female,165.0,59.0,34.3,Cardio,57.0,67.0,Unknown,Mixed,8.8,1.7,2.0,Medium
U04756,,Unknown,168.0,70.0,34.22,Strength,47.0,86.0,Low,Unknown,4.3,3.0,4.0,Low
U04757,46.0,N/A,155.0,86.0,23.11,Strength,116.0,95.0,Unknown,Vegetarian,4.8,10.0,4.0,High
U04758,56.0,Female,172.0,64.0,30.57,Other,81.0,68.0,High,Vegan,,1.0,5.0,N/A
U04759,41.0,Male,150.0,58.0,28.05,,119.0,83.0,Low,Vegan,8.4,2.2,15.0,Medium
,43.0,N/A,161.0,93.0,22.42,Invalid,70.0,96.0,High,Mixed,8.1,2.2,3.0,High
Other,34.0,Invalid,167.0,88.0,,,,99.0,Low,Vegetarian,8.8,2.0,3.0,Invalid
U04762,24.0,Unknown,165.0,54.0,26.6,Other,42.0,89.0,Other,Vegan,7.1,2.9,2.0,Unknown
U04763,30.0,,161.0,74.0,25.42,Other,65.0,85.0,Low,N/A,5.3,1.5,4.0,Medium
U04764,,Invalid,169.0,105.0,23.31,N/A,109.0,63.0,N/A,N/A,4.1,1.5,1.0,Low
Unknown,43.0,Male,162.0,113.0,31.82,Other,97.0,60.0,Medium,Invalid,5.1,2.8,1.0,Medium
,20.0,Male,157.0,101.0,26.44,Cardio,47.0,79.0,Medium,Other,7.4,1.8,,Other
U04767,,Male,176.0,58.0,29.3,Cardio,43.0,87.0,High,N/A,8.6,1.4,2.0,
U04768,,Female,178.0,59.0,,Cardio,26.0,83.0,Low,Mixed,5.6,2.3,6.0,
,18.0,Other,179.0,59.0,27.3,Yoga,119.0,87.0,Other,Vegan,8.4,10.0,2.0,Other
U04770,34.0,Other,175.0,111.0,23.75,N/A,98.0,87.0,Invalid,Vegan,6.0,1.3,4.0,High
U04771,60.0,Male,171.0,109.0,27.19,Other,68.0,64.0,Low,N/A,5.5,1.2,6.0,High
U04772,42.0,Invalid,,68.0,31.38,Yoga,22.0,91.0,Medium,Vegan,6.5,1.5,1.0,Low
,,Female,175.0,87.0,31.19,Cardio,,89.0,N/A,Mixed,6.2,0.7,2.0,High
Invalid,32.0,Male,170.0,,,Other,26.0,80.0,Medium,,8.6,2.9,5.0,Unknown
N/A,46.0,N/A,156.0,64.0,29.96,Cardio,99.0,75.0,High,Other,6.3,1.0,1.0,Low
N/A,60.0,Male,164.0,96.0,34.03,Unknown,40.0,67.0,Invalid,Unknown,5.4,1.0,2.0,Medium
U04777,49.0,Unknown,,94.0,28.82,Yoga,28.0,,Medium,Vegetarian,8.2,2.1,4.0,Other
U04778,43.0,N/A,171.0,54.0,20.95,N/A,31.0,91.0,Medium,Unknown,9.0,2.3,4.0,Invalid
Unknown,33.0,Female,162.0,102.0,,Cardio,112.0,,Low,Mixed,7.2,2.3,6.0,Unknown
Unknown,42.0,Male,162.0,115.0,20.23,Cardio,43.0,62.0,Medium,Vegetarian,5.3,1.4,4.0,High
U04781,45.0,Other,177.0,111.0,32.89,Strength,52.0,85.0,Low,N/A,5.2,2.7,4.0,Medium
U04782,26.0,Male,158.0,72.0,27.02,N/A,97.0,95.0,Low,Vegan,,1.9,1.0,Invalid
N/A,18.0,Female,173.0,93.0,24.85,Cardio,,76.0,Medium,Vegetarian,4.4,1.6,1.0,Medium
U04784,,Invalid,164.0,,19.44,,101.0,86.0,Unknown,Vegan,8.6,2.5,2.0,Low
U04785,39.0,Invalid,153.0,,24.78,Strength,24.0,81.0,Low,Vegan,4.5,1.1,5.0,Medium
U04786,33.0,Female,162.0,68.0,33.4,,98.0,97.0,High,Unknown,6.4,2.7,3.0,Invalid
U04787,58.0,Female,176.0,96.0,18.85,Cardio,90.0,94.0,,Vegetarian,7.5,1.8,3.0,
U04788,61.0,Female,161.0,101.0,26.33,Strength,108.0,66.0,N/A,Vegan,8.3,2.8,4.0,Low
U04789,58.0,,154.0,73.0,33.86,Strength,33.0,62.0,Invalid,N/A,4.9,1.0,2.0,Low
Invalid,24.0,Male,156.0,66.0,25.01,Yoga,55.0,65.0,Other,N/A,6.2,2.8,3.0,High
U04791,31.0,,157.0,,25.56,Other,54.0,72.0,High,Other,5.3,2.2,3.0,Other
U04792,46.0,Invalid,154.0,,28.05,Yoga,69.0,74.0,N/A,Vegan,5.3,2.0,3.0,
U04793,36.0,Male,158.0,77.0,26.14,Cardio,107.0,85.0,Other,Mixed,5.5,1.6,3.0,Other
U04794,36.0,Other,163.0,99.0,21.28,Other,98.0,92.0,N/A,Vegetarian,6.9,2.9,6.0,Medium
U04795,19.0,Male,175.0,113.0,18.81,Other,30.0,,High,Vegan,4.1,1.6,3.0,Low
U04796,58.0,Invalid,161.0,77.0,28.56,N/A,43.0,98.0,Low,Other,6.0,1.7,6.0,Other
U04797,62.0,Female,,105.0,33.69,Cardio,94.0,73.0,Low,Vegan,4.9,2.5,6.0,Unknown
U04798,32.0,Female,169.0,108.0,20.26,Cardio,63.0,78.0,Unknown,Vegetarian,8.8,1.2,2.0,N/A
Other,20.0,Male,178.0,54.0,21.98,N/A,70.0,87.0,Medium,N/A,6.9,1.2,3.0,Other
U04800,28.0,Male,157.0,103.0,24.61,Strength,36.0,,,,8.3,2.4,,Medium
Invalid,63.0,Male,166.0,93.0,31.84,Yoga,89.0,92.0,Medium,Vegetarian,5.0,0.8,6.0,High
N/A,99.0,N/A,157.0,91.0,22.94,Strength,104.0,71.0,,Vegetarian,8.1,2.6,2.0,N/A
,57.0,Invalid,170.0,106.0,33.05,Yoga,27.0,69.0,High,Vegan,,2.1,1.0,Invalid
N/A,35.0,Male,178.0,96.0,19.41,Other,98.0,66.0,High,Mixed,4.9,1.8,1.0,Unknown
Other,19.0,Female,179.0,74.0,34.03,Strength,115.0,60.0,Medium,Mixed,7.8,1.1,1.0,Medium
Invalid,49.0,Other,176.0,,27.75,Strength,,74.0,Low,Unknown,7.8,2.5,3.0,Unknown
N/A,25.0,Male,,64.0,29.37,Cardio,,60.0,Invalid,Other,9.0,2.5,2.0,Low
U04808,39.0,Female,169.0,100.0,24.57,Invalid,300.0,79.0,Unknown,Vegetarian,7.9,1.7,,High
U04809,23.0,N/A,151.0,102.0,31.4,N/A,31.0,,Invalid,N/A,4.7,1.5,4.0,Other
U04810,29.0,Female,153.0,83.0,21.25,N/A,62.0,62.0,Medium,Mixed,5.6,1.1,,Other
U04811,64.0,Unknown,173.0,57.0,19.31,Yoga,101.0,95.0,High,Mixed,6.3,2.4,2.0,Medium
U04812,57.0,Other,170.0,,25.03,Cardio,56.0,75.0,High,Other,,10.0,3.0,High
Unknown,99.0,,150.0,70.0,32.59,Cardio,107.0,88.0,Invalid,Vegan,7.9,1.0,6.0,Low
U04814,32.0,Other,156.0,56.0,30.96,Strength,82.0,95.0,,Unknown,6.6,2.5,1.0,N/A
U04815,,N/A,250.0,105.0,27.03,Strength,112.0,98.0,High,Unknown,8.7,2.7,3.0,Unknown
U04816,62.0,Unknown,158.0,98.0,27.94,Unknown,82.0,62.0,Medium,Unknown,6.9,0.6,6.0,High
U04817,35.0,Female,152.0,91.0,20.64,Unknown,29.0,96.0,Low,Vegetarian,6.6,,,High
U04818,19.0,Other,161.0,72.0,32.37,Unknown,97.0,71.0,Medium,Mixed,4.4,2.6,5.0,High
N/A,,Male,,101.0,,Yoga,99.0,79.0,Medium,Unknown,4.7,3.0,5.0,Low
Unknown,62.0,Other,164.0,102.0,29.33,Cardio,56.0,82.0,N/A,,8.2,,3.0,
U04821,32.0,Female,171.0,65.0,26.19,Invalid,30.0,81.0,High,Vegetarian,9.0,1.4,4.0,Medium
U04822,37.0,Female,,86.0,34.41,Strength,109.0,91.0,High,Vegetarian,,2.9,3.0,Low
U04823,46.0,Unknown,159.0,67.0,33.0,Yoga,38.0,66.0,Invalid,Mixed,,0.7,1.0,N/A
U04824,59.0,Female,171.0,69.0,29.13,Invalid,71.0,81.0,High,,7.1,1.8,3.0,Unknown
Other,46.0,Unknown,178.0,95.0,24.63,Strength,37.0,61.0,Other,N/A,8.8,1.8,3.0,Invalid
Other,,Unknown,176.0,51.0,28.7,N/A,113.0,73.0,Medium,Vegan,5.2,2.0,1.0,High
Invalid,36.0,Female,176.0,112.0,27.99,N/A,51.0,75.0,Medium,Vegetarian,6.7,1.3,4.0,Invalid
,20.0,Other,155.0,52.0,25.0,Other,,83.0,Other,N/A,6.0,2.8,5.0,Medium
Invalid,31.0,Other,178.0,95.0,23.56,Other,31.0,66.0,High,Other,6.7,1.2,,Invalid
Invalid,57.0,Male,166.0,98.0,25.22,Unknown,77.0,63.0,High,Vegan,5.3,2.1,1.0,Other
N/A,21.0,Invalid,170.0,,27.97,Unknown,96.0,96.0,Medium,Mixed,6.5,1.7,3.0,High
N/A,28.0,Female,177.0,71.0,25.56,N/A,40.0,64.0,Invalid,Vegetarian,7.1,1.2,2.0,Low
Invalid,48.0,Female,171.0,63.0,22.85,Invalid,40.0,61.0,N/A,Other,4.4,1.0,3.0,Other
N/A,60.0,Other,173.0,94.0,31.06,,112.0,64.0,Unknown,N/A,7.7,2.9,6.0,Unknown
,49.0,Male,178.0,,27.27,Invalid,112.0,62.0,Medium,Mixed,7.5,1.9,3.0,Low
U04836,44.0,Invalid,166.0,114.0,19.62,Yoga,110.0,67.0,Medium,Unknown,,2.0,2.0,Medium
U04837,47.0,Female,250.0,70.0,24.58,Other,48.0,85.0,Medium,Mixed,,2.5,6.0,High
U04838,60.0,Female,168.0,53.0,33.1,N/A,,69.0,Other,Mixed,4.3,0.7,3.0,N/A
Unknown,19.0,Invalid,167.0,52.0,30.96,Cardio,66.0,93.0,High,Unknown,6.3,2.3,2.0,Medium
Other,26.0,Female,160.0,79.0,23.83,Other,31.0,95.0,Low,Vegan,4.7,0.9,,High
Unknown,,Male,173.0,80.0,33.98,N/A,77.0,71.0,Medium,,7.2,2.4,4.0,N/A
N/A,48.0,Male,156.0,83.0,19.76,Other,60.0,79.0,N/A,Vegan,4.2,0.9,6.0,Unknown
U04843,51.0,N/A,159.0,69.0,34.36,Cardio,38.0,88.0,Invalid,Vegan,5.9,2.6,5.0,High
N/A,32.0,Male,156.0,103.0,22.55,Invalid,31.0,73.0,N/A,Other,4.4,2.2,4.0,Unknown
